project_id,project_name,official_project_url,city,district,property_type,sub_type,status,starting_price_value,starting_price_currency,price_status,project_description,key_facts_json,contact_json,image_urls_json,source_links_json,last_verified,confidence_score,disclaimers_json
a2b8dd4b_0ad1_e811_a2b8_00155d119707,Al Jurf Show Room 1,https://www.aqaar.com/projects/a2b8dd4b-0ad1-e811-a2b8-00155d119707,Ajman,unknown,commercial,commercial,active,unknown,unknown,on_request,"Al Jurf Show Room 1 is a premier real estate development that exemplifies thoughtful design and modern living. The project offers a mix of residential units and commercial spaces, catering to a variety of customer needs. With its blend of contemporary architecture and quality craftsmanship, the development ensures a comfortable and refined living experience for its residents. The units within the project feature diverse layouts and high-quality finishes, meeting global standards to provide a sophisticated environment. Whether it's spacious family flat or modern apartments, each property is designed to accommodate a wide range of preferences. Located in a prime and accessible area, This Project is strategically positioned close to key urban hubs, making it a convenient choice for both families and professionals. With its attention to detail and focus on delivering a high-quality living experience, It is the perfect choice for those seeking a distinctive and well-rounded residential or commercial property.","{""project_for"":""Leasing"",""sales_status_text"":""unknown"",""latitude"":""25.4138075"",""longitude"":""55.5031374""}","{""telephone"":""600515155"",""email"":""info@aqaar.com"",""whatsapp"":""971543087468""}","[""https://res.cloudinary.com/dotdjffbb/image/upload/q_auto/f_auto/v1728624514/Aqaar/Main%20Portal/community/images/Al_Jurf_Show_Room_1/_DSC1892-1728624513.jpg""]","[""https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Jurf%20Show%20Room%201&pageNumber=1&pageSize=100""]",2026-06-24,0.86,"[""No official available unit price found; pricing marked on_request or sold_out.""]"
a4b8dd4b_0ad1_e811_a2b8_00155d119707,Al Jurf Show Room 2,https://www.aqaar.com/projects/a4b8dd4b-0ad1-e811-a2b8-00155d119707,Ajman,unknown,commercial,commercial,active,unknown,unknown,on_request,"Al Jurf Show Room 2 is a premier real estate development that exemplifies thoughtful design and modern living. The project offers a mix of residential units and commercial spaces, catering to a variety of customer needs. With its blend of contemporary architecture and quality craftsmanship, the development ensures a comfortable and refined living experience for its residents. The units within the project feature diverse layouts and high-quality finishes, meeting global standards to provide a sophisticated environment. Whether it's spacious family flat or modern apartments, each property is designed to accommodate a wide range of preferences. Located in a prime and accessible area, This Project is strategically positioned close to key urban hubs, making it a convenient choice for both families and professionals. With its attention to detail and focus on delivering a high-quality living experience, It is the perfect choice for those seeking a distinctive and well-rounded residential or commercial property.","{""project_for"":""Leasing"",""sales_status_text"":""unknown"",""latitude"":""25.4138075"",""longitude"":""55.5031374""}","{""telephone"":""600515155"",""email"":""info@aqaar.com"",""whatsapp"":""971543087468""}","[""https://res.cloudinary.com/dotdjffbb/image/upload/q_auto/f_auto/v1728624546/Aqaar/Main%20Portal/community/images/Al_Jurf_Show_Room_2/_DSC1894-1728624546.jpg""]","[""https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Jurf%20Show%20Room%202&pageNumber=1&pageSize=100""]",2026-06-24,0.86,"[""No official available unit price found; pricing marked on_request or sold_out.""]"
1cb8dd4b_0ad1_e811_a2b8_00155d119707,Al Jurf Villas,https://www.aqaar.com/projects/1cb8dd4b-0ad1-e811-a2b8-00155d119707,Ajman,unknown,villa,villa,active,75000,AED,official,"Al Jurf Villas is a premier real estate development that exemplifies thoughtful design and modern living. The project offers a mix of residential units and commercial spaces, catering to a variety of customer needs. With its blend of contemporary architecture and quality craftsmanship, the development ensures a comfortable and refined living experience for its residents. The units within the project feature diverse layouts and high-quality finishes, meeting global standards to provide a sophisticated environment. Whether it's spacious family flat or modern apartments, each property is designed to accommodate a wide range of preferences. Located in a prime and accessible area, This Project is strategically positioned close to key urban hubs, making it a convenient choice for both families and professionals. With its attention to detail and focus on delivering a high-quality living experience, It is the perfect choice for those seeking a distinctive and well-rounded residential or commercial property.","{""project_for"":""Leasing"",""sales_status_text"":""unknown"",""latitude"":""25.4126132"",""longitude"":""55.4998699""}","{""telephone"":""600515155"",""email"":""info@aqaar.com"",""whatsapp"":""971543087468""}","[""https://res.cloudinary.com/dotdjffbb/image/upload/q_auto/f_auto/v1728881854/Aqaar/Main%20Portal/community/images/Al_Jurf_Villas/_DSC1895-1728881854.jpg""]","[""https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Jurf%20Villas&pageNumber=1&pageSize=100""]",2026-06-24,0.86,"[""Price captured from official Aqaar API start_price field.""]"
1eb8dd4b_0ad1_e811_a2b8_00155d119707,Al Jurf Villas 2,https://www.aqaar.com/projects/1eb8dd4b-0ad1-e811-a2b8-00155d119707,Ajman,unknown,villa,villa,active,80000,AED,official,"Al Jurf Villas 2 is a premier real estate development that exemplifies thoughtful design and modern living. The project offers a mix of residential units and commercial spaces, catering to a variety of customer needs. With its blend of contemporary architecture and quality craftsmanship, the development ensures a comfortable and refined living experience for its residents. The units within the project feature diverse layouts and high-quality finishes, meeting global standards to provide a sophisticated environment. Whether it's spacious family flat or modern apartments, each property is designed to accommodate a wide range of preferences. Located in a prime and accessible area, This Project is strategically positioned close to key urban hubs, making it a convenient choice for both families and professionals. With its attention to detail and focus on delivering a high-quality living experience, It is the perfect choice for those seeking a distinctive and well-rounded residential or commercial property.","{""project_for"":""Leasing"",""sales_status_text"":""unknown"",""latitude"":""25.4131126"",""longitude"":""55.5014878""}","{""telephone"":""600515155"",""email"":""info@aqaar.com"",""whatsapp"":""971543087468""}","[""https://res.cloudinary.com/dotdjffbb/image/upload/q_auto/f_auto/v1728881930/Aqaar/Main%20Portal/community/images/Al_Jurf_Villas_2/_DSC1899-1728881930.jpg""]","[""https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Jurf%20Villas%202&pageNumber=1&pageSize=100""]",2026-06-24,0.86,"[""Price captured from official Aqaar API start_price field.""]"
8aed16b5_4982_ec11_a2bf_00155d119927,Al Karama,https://www.aqaar.com/projects/8aed16b5-4982-ec11-a2bf-00155d119927,Ajman,unknown,residential,residential,active,15000,AED,official,"Al Karama is a premier real estate development that exemplifies thoughtful design and modern living. The project offers a mix of residential units and commercial spaces, catering to a variety of customer needs. With its blend of contemporary architecture and quality craftsmanship, the development ensures a comfortable and refined living experience for its residents. The units within the project feature diverse layouts and high-quality finishes, meeting global standards to provide a sophisticated environment. Whether it's spacious family flat or modern apartments, each property is designed to accommodate a wide range of preferences. Located in a prime and accessible area, This Project is strategically positioned close to key urban hubs, making it a convenient choice for both families and professionals. With its attention to detail and focus on delivering a high-quality living experience, It is the perfect choice for those seeking a distinctive and well-rounded residential or commercial property.","{""project_for"":""Leasing"",""sales_status_text"":""Studio, 1, 2, 3 Bedrooms for rent"",""latitude"":""25.413259"",""longitude"":""55.439114""}","{""telephone"":""600515155"",""email"":""info@aqaar.com"",""whatsapp"":""971543087732""}","[""https://res.cloudinary.com/dotdjffbb/image/upload/q_auto/f_auto/v1728300482/Aqaar/Main%20Portal/community/images/Al_Karama/_DSC1656-1728300481.jpg""]","[""https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Karama&pageNumber=1&pageSize=100""]",2026-06-24,0.86,"[""Price captured from official Aqaar API start_price field.""]"
44b8dd4b_0ad1_e811_a2b8_00155d119707,Al Khor Villas & Shops,https://www.aqaar.com/projects/44b8dd4b-0ad1-e811-a2b8-00155d119707,Ajman,unknown,commercial,commercial,active,48000,AED,official,"Al Khor Villas & Shops is a premier real estate development that exemplifies thoughtful design and modern living. The project offers a mix of residential units and commercial spaces, catering to a variety of customer needs. With its blend of contemporary architecture and quality craftsmanship, the development ensures a comfortable and refined living experience for its residents. The units within the project feature diverse layouts and high-quality finishes, meeting global standards to provide a sophisticated environment. Whether it's spacious family flat or modern apartments, each property is designed to accommodate a wide range of preferences. Located in a prime and accessible area, This Project is strategically positioned close to key urban hubs, making it a convenient choice for both families and professionals. With its attention to detail and focus on delivering a high-quality living experience, It is the perfect choice for those seeking a distinctive and well-rounded residential or commercial property.","{""project_for"":""Leasing"",""sales_status_text"":""Villa for rent"",""latitude"":""25.4004574"",""longitude"":""55.4500998""}","{""telephone"":""600515155"",""email"":""info@aqaar.com"",""whatsapp"":""971600515155""}",[],"[""https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Khor%20Villas%20%26%20Shops&pageNumber=1&pageSize=100""]",2026-06-24,0.86,"[""Price captured from official Aqaar API start_price field.""]"
9cb8dd4b_0ad1_e811_a2b8_00155d119707,Al Madina Tower,https://www.aqaar.com/projects/9cb8dd4b-0ad1-e811-a2b8-00155d119707,Ajman,unknown,residential,residential,active,27000,AED,official,"Al Madina Tower is a premier real estate development that exemplifies thoughtful design and modern living. The project offers a mix of residential units and commercial spaces, catering to a variety of customer needs. With its blend of contemporary architecture and quality craftsmanship, the development ensures a comfortable and refined living experience for its residents. The units within the project feature diverse layouts and high-quality finishes, meeting global standards to provide a sophisticated environment. Whether it's spacious family flat or modern apartments, each property is designed to accommodate a wide range of preferences. Located in a prime and accessible area, This Project is strategically positioned close to key urban hubs, making it a convenient choice for both families and professionals. With its attention to detail and focus on delivering a high-quality living experience, It is the perfect choice for those seeking a distinctive and well-rounded residential or commercial property.","{""project_for"":""Leasing"",""sales_status_text"":""1,2,3 Bedrooms for rent"",""latitude"":""25.405225"",""longitude"":""55.441095""}","{""telephone"":""600515155"",""email"":""info@aqaar.com"",""whatsapp"":""971600515155""}","[""https://res.cloudinary.com/dotdjffbb/image/upload/q_auto/f_auto/v1728555758/Aqaar/Main%20Portal/community/images/Al_Madina_Tower/Al%20Suwan-1728555758.png""]","[""https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Madina%20Tower&pageNumber=1&pageSize=100""]",2026-06-24,0.86,"[""Price captured from official Aqaar API start_price field.""]"
7cb8dd4b_0ad1_e811_a2b8_00155d119707,Al Manama Buildings,https://www.aqaar.com/projects/7cb8dd4b-0ad1-e811-a2b8-00155d119707,Ajman,unknown,residential,residential,active,10000,AED,official,"Al Manama Buildings is a versatile real estate development designed to accommodate a broad spectrum of needs. Featuring a variety of residential and commercial units, the project offers flexible options suitable for individuals, families, and businesses alike. The design emphasizes functionality and comfort, with units available in different sizes and layouts to suit diverse lifestyles. Whether it's a spacious or modern apartment, or a commercial space, each property is crafted to meet practical requirements without compromising on quality. Located in a well-connected area, This Project provides easy access to nearby amenities and major transportation routes. The development includes essential services and facilities that support day-to-day living, creating a reliable and convenient environment for residents and occupants. This project aims to provide a well-balanced option for those seeking a property that combines accessibility, practicality, and thoughtful design.","{""project_for"":""Leasing"",""sales_status_text"":""Studio, 1, 2, 3 Bedrooms for rent"",""latitude"":""25.32380"",""longitude"":""56.007789""}","{""telephone"":""600515155"",""email"":""info@aqaar.com"",""whatsapp"":""971509622926""}","[""https://res.cloudinary.com/dotdjffbb/image/upload/q_auto/f_auto/v1728877509/Aqaar/Main%20Portal/community/images/Al_Manama_Buildings/WhatsApp%20Image%202024-10-11%20at%2011.27.32%20AM-1728877509.jpg""]","[""https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Manama%20Buildings&pageNumber=1&pageSize=100""]",2026-06-24,0.86,"[""Price captured from official Aqaar API start_price field.""]"
74b8dd4b_0ad1_e811_a2b8_00155d119707,Al Manama Farm,https://www.aqaar.com/projects/74b8dd4b-0ad1-e811-a2b8-00155d119707,Ajman,unknown,mixed_use,mixed_use,active,unknown,unknown,on_request,unknown,"{""project_for"":""Leasing"",""sales_status_text"":""unknown"",""latitude"":""25.3222866"",""longitude"":""56.0055886""}","{""telephone"":""unknown"",""email"":""unknown"",""whatsapp"":""971509622926""}",[],"[""https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Manama%20Farm&pageNumber=1&pageSize=100""]",2026-06-24,0.62,"[""No official available unit price found; pricing marked on_request or sold_out.""]"
52cf79ec_eb47_ea11_a2bc_00155d119619,Al Manama Land,https://www.aqaar.com/projects/52cf79ec-eb47-ea11-a2bc-00155d119619,Ajman,unknown,mixed_use,mixed_use,active,unknown,unknown,on_request,unknown,"{""project_for"":""Leasing"",""sales_status_text"":""unknown"",""latitude"":""25.3222866"",""longitude"":""56.0055886""}","{""telephone"":""unknown"",""email"":""unknown"",""whatsapp"":""971509622926""}",[],"[""https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Manama%20Land&pageNumber=1&pageSize=100""]",2026-06-24,0.62,"[""No official available unit price found; pricing marked on_request or sold_out.""]"
6eb8dd4b_0ad1_e811_a2b8_00155d119707,Al Manama New Shops,https://www.aqaar.com/projects/6eb8dd4b-0ad1-e811-a2b8-00155d119707,Ajman,unknown,commercial,commercial,active,unknown,unknown,on_request,"Al Manama New Shops is a versatile real estate development designed to accommodate a broad spectrum of needs. Featuring a variety of residential and commercial units, the project offers flexible options suitable for individuals, families, and businesses alike. The design emphasizes functionality and comfort, with units available in different sizes and layouts to suit diverse lifestyles. Whether it's a spacious or modern apartment, or a commercial space, each property is crafted to meet practical requirements without compromising on quality. Located in a well-connected area, This Project provides easy access to nearby amenities and major transportation routes. The development includes essential services and facilities that support day-to-day living, creating a reliable and convenient environment for residents and occupants. This project aims to provide a well-balanced option for those seeking a property that combines accessibility, practicality, and thoughtful design.","{""project_for"":""Leasing"",""sales_status_text"":""unknown"",""latitude"":""25.3222866"",""longitude"":""56.0055886""}","{""telephone"":""unknown"",""email"":""unknown"",""whatsapp"":""971509622926""}",[],"[""https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Manama%20New%20Shops&pageNumber=1&pageSize=100""]",2026-06-24,0.86,"[""No official available unit price found; pricing marked on_request or sold_out.""]"
48b8dd4b_0ad1_e811_a2b8_00155d119707,Al Manama Old Clinic,https://www.aqaar.com/projects/48b8dd4b-0ad1-e811-a2b8-00155d119707,Ajman,unknown,healthcare,healthcare,active,14400,AED,official,"Al Manama Old Clinic is a versatile real estate development designed to accommodate a broad spectrum of needs. Featuring a variety of residential and commercial units, the project offers flexible options suitable for individuals, families, and businesses alike. The design emphasizes functionality and comfort, with units available in different sizes and layouts to suit diverse lifestyles. Whether it's a spacious or modern apartment, or a commercial space, each property is crafted to meet practical requirements without compromising on quality. Located in a well-connected area, This Project provides easy access to nearby amenities and major transportation routes. The development includes essential services and facilities that support day-to-day living, creating a reliable and convenient environment for residents and occupants. This project aims to provide a well-balanced option for those seeking a property that combines accessibility, practicality, and thoughtful design.","{""project_for"":""Leasing"",""sales_status_text"":""1,2,3 Bedrooms for rent"",""latitude"":""25.3222866"",""longitude"":""56.0055886""}","{""telephone"":""600515155"",""email"":""info@aqaar.com"",""whatsapp"":""971509622926""}","[""https://res.cloudinary.com/dotdjffbb/image/upload/q_auto/f_auto/v1728631043/Aqaar/Main%20Portal/community/images/Al_Manama_Old_Clinic/WhatsApp%20Image%202024-10-11%20at%209.43.15%20AM-1728631043.png""]","[""https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Manama%20Old%20Clinic&pageNumber=1&pageSize=100""]",2026-06-24,0.86,"[""Price captured from official Aqaar API start_price field.""]"
0ab8dd4b_0ad1_e811_a2b8_00155d119707,Al Manara,https://www.aqaar.com/projects/0ab8dd4b-0ad1-e811-a2b8-00155d119707,Ajman,unknown,residential,residential,active,16800,AED,official,"Al Manara is a versatile real estate development designed to accommodate a broad spectrum of needs. Featuring a variety of residential and commercial units, the project offers flexible options suitable for individuals, families, and businesses alike. The design emphasizes functionality and comfort, with units available in different sizes and layouts to suit diverse lifestyles. Whether it's a spacious or modern apartment, or a commercial space, each property is crafted to meet practical requirements without compromising on quality. Located in a well-connected area, This Project provides easy access to nearby amenities and major transportation routes. The development includes essential services and facilities that support day-to-day living, creating a reliable and convenient environment for residents and occupants. This project aims to provide a well-balanced option for those seeking a property that combines accessibility, practicality, and thoughtful design.","{""project_for"":""Leasing"",""sales_status_text"":""Studio, 1, 2, 3 Bedrooms for rent"",""latitude"":""25.408825"",""longitude"":""55.444151""}","{""telephone"":""600515155"",""email"":""info@aqaar.com"",""whatsapp"":""971543087732""}","[""https://res.cloudinary.com/dotdjffbb/image/upload/q_auto/f_auto/v1737008266/Aqaar/Main%20Portal/community/images/Al_Manara/wwwwwww-1737008266.jpg""]","[""https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Manara&pageNumber=1&pageSize=100""]",2026-06-24,0.86,"[""Price captured from official Aqaar API start_price field.""]"
94b8dd4b_0ad1_e811_a2b8_00155d119707,Al Maya Super market,https://www.aqaar.com/projects/94b8dd4b-0ad1-e811-a2b8-00155d119707,Ajman,unknown,residential,residential,active,unknown,unknown,on_request,"Al Maya Super market is a versatile real estate development designed to accommodate a broad spectrum of needs. Featuring a variety of residential and commercial units, the project offers flexible options suitable for individuals, families, and businesses alike. The design emphasizes functionality and comfort, with units available in different sizes and layouts to suit diverse lifestyles. Whether it's a spacious or modern apartment, or a commercial space, each property is crafted to meet practical requirements without compromising on quality. Located in a well-connected area, This Project provides easy access to nearby amenities and major transportation routes. The development includes essential services and facilities that support day-to-day living, creating a reliable and convenient environment for residents and occupants. This project aims to provide a well-balanced option for those seeking a property that combines accessibility, practicality, and thoughtful design.","{""project_for"":""Leasing"",""sales_status_text"":""unknown"",""latitude"":""25.4013866"",""longitude"":""55.4441827""}","{""telephone"":""600515155"",""email"":""info@aqaar.com"",""whatsapp"":""unknown""}",[],"[""https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Maya%20Super%20market&pageNumber=1&pageSize=100""]",2026-06-24,0.86,"[""No official available unit price found; pricing marked on_request or sold_out.""]"
12b8dd4b_0ad1_e811_a2b8_00155d119707,Al Monaliza,https://www.aqaar.com/projects/12b8dd4b-0ad1-e811-a2b8-00155d119707,Ajman,unknown,residential,residential,active,13200,AED,official,"Al Monaliza is a versatile real estate development designed to accommodate a broad spectrum of needs. Featuring a variety of residential and commercial units, the project offers flexible options suitable for individuals, families, and businesses alike. The design emphasizes functionality and comfort, with units available in different sizes and layouts to suit diverse lifestyles. Whether it's a spacious or modern apartment, or a commercial space, each property is crafted to meet practical requirements without compromising on quality. Located in a well-connected area, This Project provides easy access to nearby amenities and major transportation routes. The development includes essential services and facilities that support day-to-day living, creating a reliable and convenient environment for residents and occupants. This project aims to provide a well-balanced option for those seeking a property that combines accessibility, practicality, and thoughtful design.","{""project_for"":""Leasing"",""sales_status_text"":""1,2,3 Bedrooms for rent"",""latitude"":""25.405467"",""longitude"":""55.441317""}","{""telephone"":""600515155"",""email"":""info@aqaar.com"",""whatsapp"":""971600515155""}","[""https://res.cloudinary.com/dotdjffbb/image/upload/q_auto/f_auto/v1728554405/Aqaar/Main%20Portal/community/images/Al_Monaliza/_DSC1844-1728554404.jpg""]","[""https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Monaliza&pageNumber=1&pageSize=100""]",2026-06-24,0.86,"[""Price captured from official Aqaar API start_price field.""]"
b2b8dd4b_0ad1_e811_a2b8_00155d119707,Al Musalla Building (Kempinski),https://www.aqaar.com/projects/b2b8dd4b-0ad1-e811-a2b8-00155d119707,Ajman,unknown,residential,residential,active,26400,AED,official,"Al Musalla Building (Kempinski) is a versatile real estate development designed to accommodate a broad spectrum of needs. Featuring a variety of residential and commercial units, the project offers flexible options suitable for individuals, families, and businesses alike. The design emphasizes functionality and comfort, with units available in different sizes and layouts to suit diverse lifestyles. Whether it's a spacious or modern apartment, or a commercial space, each property is crafted to meet practical requirements without compromising on quality. Located in a well-connected area, This Project provides easy access to nearby amenities and major transportation routes. The development includes essential services and facilities that support day-to-day living, creating a reliable and convenient environment for residents and occupants. This project aims to provide a well-balanced option for those seeking a property that combines accessibility, practicality, and thoughtful design.","{""project_for"":""Leasing"",""sales_status_text"":""1,2,3 Bedrooms for rent"",""latitude"":""25.40963"",""longitude"":""55.445307""}","{""telephone"":""600515155"",""email"":""info@aqaar.com"",""whatsapp"":""971543087732""}","[""https://res.cloudinary.com/dotdjffbb/image/upload/q_auto/f_auto/v1728881044/Aqaar/Main%20Portal/community/images/Al_Musalla_Building_%28Kempinski%29/876-1728881044.png""]","[""https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Musalla%20%20Building%20(Kempinski)&pageNumber=1&pageSize=100""]",2026-06-24,0.86,"[""Price captured from official Aqaar API start_price field.""]"
00b8dd4b_0ad1_e811_a2b8_00155d119707,Al Muthaf,https://www.aqaar.com/projects/00b8dd4b-0ad1-e811-a2b8-00155d119707,Ajman,unknown,residential,residential,active,18000,AED,official,"Al Muthaf is a versatile real estate development designed to accommodate a broad spectrum of needs. Featuring a variety of residential and commercial units, the project offers flexible options suitable for individuals, families, and businesses alike. The design emphasizes functionality and comfort, with units available in different sizes and layouts to suit diverse lifestyles. Whether it's a spacious or modern apartment, or a commercial space, each property is crafted to meet practical requirements without compromising on quality. Located in a well-connected area, This Project provides easy access to nearby amenities and major transportation routes. The development includes essential services and facilities that support day-to-day living, creating a reliable and convenient environment for residents and occupants. This project aims to provide a well-balanced option for those seeking a property that combines accessibility, practicality, and thoughtful design.","{""project_for"":""Leasing"",""sales_status_text"":""Studio, 1, 2, 3 Bedrooms for rent"",""latitude"":""25.414269"",""longitude"":""55.444668""}","{""telephone"":""600515155"",""email"":""info@aqaar.com"",""whatsapp"":""971600515155""}","[""https://res.cloudinary.com/dotdjffbb/image/upload/q_auto/f_auto/v1737008445/Aqaar/Main%20Portal/community/images/Al_Muthaf/lkkmdslg%2CZXDF-1737008445.jpg""]","[""https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Muthaf&pageNumber=1&pageSize=100""]",2026-06-24,0.86,"[""Price captured from official Aqaar API start_price field.""]"
fcb7dd4b_0ad1_e811_a2b8_00155d119707,Al Nakheel 1,https://www.aqaar.com/projects/fcb7dd4b-0ad1-e811-a2b8-00155d119707,Ajman,unknown,residential,residential,active,20400,AED,official,"Al Nakheel 1 is a versatile real estate development designed to accommodate a broad spectrum of needs. Featuring a variety of residential and commercial units, the project offers flexible options suitable for individuals, families, and businesses alike. The design emphasizes functionality and comfort, with units available in different sizes and layouts to suit diverse lifestyles. Whether it's a spacious or modern apartment, or a commercial space, each property is crafted to meet practical requirements without compromising on quality. Located in a well-connected area, This Project provides easy access to nearby amenities and major transportation routes. The development includes essential services and facilities that support day-to-day living, creating a reliable and convenient environment for residents and occupants. This project aims to provide a well-balanced option for those seeking a property that combines accessibility, practicality, and thoughtful design.","{""project_for"":""Leasing"",""sales_status_text"":""1,2,3 Bedrooms for rent"",""latitude"":""25.413572"",""longitude"":""55.441983""}","{""telephone"":""600515155"",""email"":""info@aqaar.com"",""whatsapp"":""971600515155""}","[""https://res.cloudinary.com/dotdjffbb/image/upload/q_auto/f_auto/v1728554227/Aqaar/Main%20Portal/community/images/Al_Nakheel_1/_DSC1863-1728554227.jpg""]","[""https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Nakheel%201&pageNumber=1&pageSize=100""]",2026-06-24,0.86,"[""Price captured from official Aqaar API start_price field.""]"
29eb4220_c77d_ec11_a2ca_00155d119619,Al Nakheel 2,https://www.aqaar.com/projects/29eb4220-c77d-ec11-a2ca-00155d119619,Ajman,unknown,residential,residential,active,13431.48,AED,official,"Al Nakheel 2 is a versatile real estate development designed to accommodate a broad spectrum of needs. Featuring a variety of residential and commercial units, the project offers flexible options suitable for individuals, families, and businesses alike. The design emphasizes functionality and comfort, with units available in different sizes and layouts to suit diverse lifestyles. Whether it's a spacious or modern apartment, or a commercial space, each property is crafted to meet practical requirements without compromising on quality. Located in a well-connected area, This Project provides easy access to nearby amenities and major transportation routes. The development includes essential services and facilities that support day-to-day living, creating a reliable and convenient environment for residents and occupants. This project aims to provide a well-balanced option for those seeking a property that combines accessibility, practicality, and thoughtful design.","{""project_for"":""Leasing"",""sales_status_text"":""Studio, 1, 2, 3 Bedrooms for rent"",""latitude"":""25.404108"",""longitude"":""55.439417""}","{""telephone"":""600515155"",""email"":""info@aqaar.com"",""whatsapp"":""971543087732""}","[""https://res.cloudinary.com/dotdjffbb/image/upload/q_auto/f_auto/v1728474654/Aqaar/Main%20Portal/community/images/Al_Nakheel_2/_DSC1634-1728474654.jpg""]","[""https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Nakheel%202&pageNumber=1&pageSize=100""]",2026-06-24,0.86,"[""Price captured from official Aqaar API start_price field.""]"
06b8dd4b_0ad1_e811_a2b8_00155d119707,Al Nasr,https://www.aqaar.com/projects/06b8dd4b-0ad1-e811-a2b8-00155d119707,Ajman,unknown,residential,residential,active,19200,AED,official,"Al Nasr is a versatile real estate development designed to accommodate a broad spectrum of needs. Featuring a variety of residential and commercial units, the project offers flexible options suitable for individuals, families, and businesses alike. The design emphasizes functionality and comfort, with units available in different sizes and layouts to suit diverse lifestyles. Whether it's a spacious or modern apartment, or a commercial space, each property is crafted to meet practical requirements without compromising on quality. Located in a well-connected area, This Project provides easy access to nearby amenities and major transportation routes. The development includes essential services and facilities that support day-to-day living, creating a reliable and convenient environment for residents and occupants. This project aims to provide a well-balanced option for those seeking a property that combines accessibility, practicality, and thoughtful design.","{""project_for"":""Leasing"",""sales_status_text"":""1,2,3 Bedrooms for rent"",""latitude"":""25.412308"",""longitude"":""55.443788""}","{""telephone"":""600515155"",""email"":""info@aqaar.com"",""whatsapp"":""971600515155""}","[""https://res.cloudinary.com/dotdjffbb/image/upload/q_auto/f_auto/v1728554039/Aqaar/Main%20Portal/community/images/Al_Nasr/_DSC1856-1728554038.jpg""]","[""https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Nasr&pageNumber=1&pageSize=100""]",2026-06-24,0.86,"[""Price captured from official Aqaar API start_price field.""]"
28b8dd4b_0ad1_e811_a2b8_00155d119707,Al Nuaimia Complex,https://www.aqaar.com/projects/28b8dd4b-0ad1-e811-a2b8-00155d119707,Ajman,unknown,residential,residential,active,15000,AED,official,"Al Nuaimia Complex is a versatile real estate development designed to accommodate a broad spectrum of needs. Featuring a variety of residential and commercial units, the project offers flexible options suitable for individuals, families, and businesses alike. The design emphasizes functionality and comfort, with units available in different sizes and layouts to suit diverse lifestyles. Whether it's a spacious or modern apartment, or a commercial space, each property is crafted to meet practical requirements without compromising on quality. Located in a well-connected area, This Project provides easy access to nearby amenities and major transportation routes. The development includes essential services and facilities that support day-to-day living, creating a reliable and convenient environment for residents and occupants. This project aims to provide a well-balanced option for those seeking a property that combines accessibility, practicality, and thoughtful design.","{""project_for"":""Leasing"",""sales_status_text"":""1,2,3 Bedrooms for rent"",""latitude"":""25.390234"",""longitude"":""55.439845""}","{""telephone"":""600515155"",""email"":""info@aqaar.com"",""whatsapp"":""971543087745""}","[""https://res.cloudinary.com/dotdjffbb/image/upload/q_auto/f_auto/v1728300124/Aqaar/Main%20Portal/community/images/Al_Nuaimia_Complex/_DSC1482-1728300124.jpg""]","[""https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Nuaimia%20Complex&pageNumber=1&pageSize=100""]",2026-06-24,0.86,"[""Price captured from official Aqaar API start_price field.""]"
