lead_id,created_at,purpose,detected_purpose_confidence,property_type,unit_type,project_id,project_name,location,budget_min,budget_max,currency,timeline,name,phone,email,business_use,investment_objective,contact_status,lead_score,lead_grade,unknown_fields,lead_summary,sales_handoff_message,source_package,source_url
AQ-V2-L-0001,2026-06-24T11:00:00.000Z,Buy,0.80,commercial,Freehold,22796319_20da_ee11_a2bf_00155d119841,Ajman One - PH II,Ajman,268600,331800,AED,immediate,unknown,unknown,unknown,unknown,unknown,unknown_contact,70,warm,name|phone|email|bathrooms|area|service_charges,Buy scenario for Ajman One - PH II; property type commercial; unit Freehold; location Ajman; budget AED 268600-331800; timeline immediate; unknowns name|phone|email|bathrooms|area|service_charges.,Aqaar V2 handoff AQ-V2-L-0001: Buy. Project: Ajman One - PH II. Location: Ajman. Budget: AED 268600-331800. Timeline: immediate. Score: 70 (warm). Name: unknown. Phone: unknown. Email: unknown. Source: https://www.aqaar.com/ajman-one-phase2.,AQAAR-KB-ACQ-FINAL,https://www.aqaar.com/ajman-one-phase2
AQ-V2-L-0059,2026-06-17T05:00:00.000Z,Invest,0.92,commercial,Retail,aeb8dd4b_0ad1_e811_a2b8_00155d119707,Crystal,unknown,23940,28980,AED,6_12_months,unknown,unknown,unknown,unknown,commercial_income_discussion,unknown_contact,60,warm,name|phone|email|bathrooms|area|service_charges,Invest scenario for Crystal; property type commercial; unit Retail; location unknown; budget AED 23940-28980; timeline 6_12_months; unknowns name|phone|email|bathrooms|area|service_charges.,Aqaar V2 handoff AQ-V2-L-0059: Invest. Project: Crystal. Location: unknown. Budget: AED 23940-28980. Timeline: 6_12_months. Score: 60 (warm). Name: unknown. Phone: unknown. Email: unknown. Source: https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Crystal&pageNumber=1&pageSize=100.,AQAAR-KB-ACQ-FINAL,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Crystal&pageNumber=1&pageSize=100
AQ-V2-L-0060,2026-06-17T02:00:00.000Z,Commercial,0.94,commercial,Leasing,42b8dd4b_0ad1_e811_a2b8_00155d119707,Al Yasmeen Complex,unknown,14000,16800,AED,unknown,unknown,unknown,unknown,unknown,unknown,unknown_contact,50,warm,name|phone|email|bathrooms|area|service_charges,Commercial scenario for Al Yasmeen Complex; property type commercial; unit Leasing; location unknown; budget AED 14000-16800; timeline unknown; unknowns name|phone|email|bathrooms|area|service_charges.,Aqaar V2 handoff AQ-V2-L-0060: Commercial. Project: Al Yasmeen Complex. Location: unknown. Budget: AED 14000-16800. Timeline: unknown. Score: 50 (warm). Name: unknown. Phone: unknown. Email: unknown. Source: https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Yasmeen%20%20Complex&pageNumber=1&pageSize=100.,AQAAR-KB-ACQ-FINAL,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Yasmeen%20%20Complex&pageNumber=1&pageSize=100
AQ-V2-L-0061,2026-06-16T23:00:00.000Z,Buy,0.80,commercial,Freehold,22796319_20da_ee11_a2bf_00155d119841,Ajman One - PH II,Ajman,331800,395000,AED,immediate,unknown,unknown,unknown,unknown,unknown,unknown_contact,70,warm,name|phone|email|bathrooms|area|service_charges,Buy scenario for Ajman One - PH II; property type commercial; unit Freehold; location Ajman; budget AED 331800-395000; timeline immediate; unknowns name|phone|email|bathrooms|area|service_charges.,Aqaar V2 handoff AQ-V2-L-0061: Buy. Project: Ajman One - PH II. Location: Ajman. Budget: AED 331800-395000. Timeline: immediate. Score: 70 (warm). Name: unknown. Phone: unknown. Email: unknown. Source: https://www.aqaar.com/ajman-one-phase2.,AQAAR-KB-ACQ-FINAL,https://www.aqaar.com/ajman-one-phase2
AQ-V2-L-0062,2026-06-16T20:00:00.000Z,Rent,0.82,commercial,Commercial,0eb8dd4b_0ad1_e811_a2b8_00155d119707,Al Suwan,unknown,31680,37440,AED,30_days,unknown,unknown,unknown,unknown,unknown,unknown_contact,60,warm,name|phone|email|bathrooms|area|service_charges,Rent scenario for Al Suwan; property type commercial; unit Commercial; location unknown; budget AED 31680-37440; timeline 30_days; unknowns name|phone|email|bathrooms|area|service_charges.,Aqaar V2 handoff AQ-V2-L-0062: Rent. Project: Al Suwan. Location: unknown. Budget: AED 31680-37440. Timeline: 30_days. Score: 60 (warm). Name: unknown. Phone: unknown. Email: unknown. Source: https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Suwan&pageNumber=1&pageSize=100.,AQAAR-KB-ACQ-FINAL,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Suwan&pageNumber=1&pageSize=100
AQ-V2-L-0063,2026-06-16T17:00:00.000Z,Invest,0.83,commercial,Villa,36b8dd4b_0ad1_e811_a2b8_00155d119707,Flamingo Villas,unknown,138000,162000,AED,60_90_days,unknown,unknown,unknown,unknown,commercial_income_discussion,unknown_contact,60,warm,name|phone|email|bathrooms|area|service_charges,Invest scenario for Flamingo Villas; property type commercial; unit Villa; location unknown; budget AED 138000-162000; timeline 60_90_days; unknowns name|phone|email|bathrooms|area|service_charges.,Aqaar V2 handoff AQ-V2-L-0063: Invest. Project: Flamingo Villas. Location: unknown. Budget: AED 138000-162000. Timeline: 60_90_days. Score: 60 (warm). Name: unknown. Phone: unknown. Email: unknown. Source: https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Flamingo%20Villas&pageNumber=1&pageSize=100.,AQAAR-KB-ACQ-FINAL,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Flamingo%20Villas&pageNumber=1&pageSize=100
AQ-V2-L-0064,2026-06-16T14:00:00.000Z,Commercial,0.85,commercial,Office,98de02ed_2222_e911_a2b8_00155d119707,Aqaar Offices,unknown,unknown,unknown,unknown,3_6_months,unknown,unknown,unknown,warehouse,unknown,unknown_contact,45,warm,name|phone|email|bathrooms|area|service_charges,Commercial scenario for Aqaar Offices; property type commercial; unit Office; location unknown; budget unknown; timeline 3_6_months; unknowns name|phone|email|bathrooms|area|service_charges.,Aqaar V2 handoff AQ-V2-L-0064: Commercial. Project: Aqaar Offices. Location: unknown. Budget: unknown. Timeline: 3_6_months. Score: 45 (warm). Name: unknown. Phone: unknown. Email: unknown. Source: https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Aqaar%20Offices&pageNumber=1&pageSize=100.,AQAAR-KB-ACQ-FINAL,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Aqaar%20Offices&pageNumber=1&pageSize=100
AQ-V2-L-0065,2026-06-16T11:00:00.000Z,Buy,0.86,commercial,Freehold,22796319_20da_ee11_a2bf_00155d119841,Ajman One - PH II,Ajman,284400,347600,AED,6_12_months,unknown,unknown,unknown,unknown,unknown,unknown_contact,70,warm,name|phone|email|bathrooms|area|service_charges,Buy scenario for Ajman One - PH II; property type commercial; unit Freehold; location Ajman; budget AED 284400-347600; timeline 6_12_months; unknowns name|phone|email|bathrooms|area|service_charges.,Aqaar V2 handoff AQ-V2-L-0065: Buy. Project: Ajman One - PH II. Location: Ajman. Budget: AED 284400-347600. Timeline: 6_12_months. Score: 70 (warm). Name: unknown. Phone: unknown. Email: unknown. Source: https://www.aqaar.com/ajman-one-phase2.,AQAAR-KB-ACQ-FINAL,https://www.aqaar.com/ajman-one-phase2
AQ-V2-L-0066,2026-06-16T08:00:00.000Z,Rent,0.88,commercial,Commercial,acb8dd4b_0ad1_e811_a2b8_00155d119707,Al Thuraya 3,unknown,31920,38640,AED,unknown,unknown,unknown,unknown,unknown,unknown,unknown_contact,50,warm,name|phone|email|bathrooms|area|service_charges,Rent scenario for Al Thuraya 3; property type commercial; unit Commercial; location unknown; budget AED 31920-38640; timeline unknown; unknowns name|phone|email|bathrooms|area|service_charges.,Aqaar V2 handoff AQ-V2-L-0066: Rent. Project: Al Thuraya 3. Location: unknown. Budget: AED 31920-38640. Timeline: unknown. Score: 50 (warm). Name: unknown. Phone: unknown. Email: unknown. Source: https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Thuraya%203&pageNumber=1&pageSize=100.,AQAAR-KB-ACQ-FINAL,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Thuraya%203&pageNumber=1&pageSize=100
AQ-V2-L-0067,2026-06-16T05:00:00.000Z,Invest,0.89,commercial,Retail,4cb8dd4b_0ad1_e811_a2b8_00155d119707,Manama Flats,unknown,15000,18000,AED,immediate,unknown,unknown,unknown,unknown,commercial_income_discussion,unknown_contact,60,warm,name|phone|email|bathrooms|area|service_charges,Invest scenario for Manama Flats; property type commercial; unit Retail; location unknown; budget AED 15000-18000; timeline immediate; unknowns name|phone|email|bathrooms|area|service_charges.,Aqaar V2 handoff AQ-V2-L-0067: Invest. Project: Manama Flats. Location: unknown. Budget: AED 15000-18000. Timeline: immediate. Score: 60 (warm). Name: unknown. Phone: unknown. Email: unknown. Source: https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Manama%20Flats&pageNumber=1&pageSize=100.,AQAAR-KB-ACQ-FINAL,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Manama%20Flats&pageNumber=1&pageSize=100
AQ-V2-L-0068,2026-06-16T02:00:00.000Z,Commercial,0.91,commercial,Commercial,04b8dd4b_0ad1_e811_a2b8_00155d119707,Commercial Complex,unknown,25200,30000,AED,30_days,unknown,unknown,unknown,retail,unknown,unknown_contact,60,warm,name|phone|email|bathrooms|area|service_charges,Commercial scenario for Commercial Complex; property type commercial; unit Commercial; location unknown; budget AED 25200-30000; timeline 30_days; unknowns name|phone|email|bathrooms|area|service_charges.,Aqaar V2 handoff AQ-V2-L-0068: Commercial. Project: Commercial Complex. Location: unknown. Budget: AED 25200-30000. Timeline: 30_days. Score: 60 (warm). Name: unknown. Phone: unknown. Email: unknown. Source: https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Commercial%20Complex&pageNumber=1&pageSize=100.,AQAAR-KB-ACQ-FINAL,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Commercial%20Complex&pageNumber=1&pageSize=100
AQ-V2-L-0069,2026-06-15T23:00:00.000Z,Buy,0.92,commercial,Freehold,22796319_20da_ee11_a2bf_00155d119841,Ajman One - PH II,Ajman,347600,410800,AED,60_90_days,unknown,unknown,unknown,unknown,unknown,unknown_contact,70,warm,name|phone|email|bathrooms|area|service_charges,Buy scenario for Ajman One - PH II; property type commercial; unit Freehold; location Ajman; budget AED 347600-410800; timeline 60_90_days; unknowns name|phone|email|bathrooms|area|service_charges.,Aqaar V2 handoff AQ-V2-L-0069: Buy. Project: Ajman One - PH II. Location: Ajman. Budget: AED 347600-410800. Timeline: 60_90_days. Score: 70 (warm). Name: unknown. Phone: unknown. Email: unknown. Source: https://www.aqaar.com/ajman-one-phase2.,AQAAR-KB-ACQ-FINAL,https://www.aqaar.com/ajman-one-phase2
AQ-V2-L-0070,2026-06-15T20:00:00.000Z,Rent,0.94,commercial,Commercial,6c1c103f_f0f0_ea11_a2c4_00155d119619,Al-Khour Tower C,unknown,51060,59940,AED,3_6_months,unknown,unknown,unknown,unknown,unknown,unknown_contact,60,warm,name|phone|email|bathrooms|area|service_charges,Rent scenario for Al-Khour Tower C; property type commercial; unit Commercial; location unknown; budget AED 51060-59940; timeline 3_6_months; unknowns name|phone|email|bathrooms|area|service_charges.,Aqaar V2 handoff AQ-V2-L-0070: Rent. Project: Al-Khour Tower C. Location: unknown. Budget: AED 51060-59940. Timeline: 3_6_months. Score: 60 (warm). Name: unknown. Phone: unknown. Email: unknown. Source: https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al-Khour%20Tower%20C&pageNumber=1&pageSize=100.,AQAAR-KB-ACQ-FINAL,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al-Khour%20Tower%20C&pageNumber=1&pageSize=100
AQ-V2-L-0071,2026-06-15T17:00:00.000Z,Invest,0.80,commercial,Villa,e9afbd0c_b405_ee11_a2bc_00155d119841,New Musherif Villas,Musherif,96900,119700,AED,6_12_months,unknown,unknown,unknown,unknown,commercial_income_discussion,unknown_contact,70,warm,name|phone|email|bathrooms|area|service_charges,Invest scenario for New Musherif Villas; property type commercial; unit Villa; location Musherif; budget AED 96900-119700; timeline 6_12_months; unknowns name|phone|email|bathrooms|area|service_charges.,Aqaar V2 handoff AQ-V2-L-0071: Invest. Project: New Musherif Villas. Location: Musherif. Budget: AED 96900-119700. Timeline: 6_12_months. Score: 70 (warm). Name: unknown. Phone: unknown. Email: unknown. Source: https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=New%20Musherif%20Villas&pageNumber=1&pageSize=100.,AQAAR-KB-ACQ-FINAL,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=New%20Musherif%20Villas&pageNumber=1&pageSize=100
AQ-V2-L-0072,2026-06-15T14:00:00.000Z,Commercial,0.82,commercial,Retail,34b8dd4b_0ad1_e811_a2b8_00155d119707,Flamingo Building,unknown,17280,21120,AED,unknown,unknown,unknown,unknown,unknown,unknown,unknown_contact,50,warm,name|phone|email|bathrooms|area|service_charges,Commercial scenario for Flamingo Building; property type commercial; unit Retail; location unknown; budget AED 17280-21120; timeline unknown; unknowns name|phone|email|bathrooms|area|service_charges.,Aqaar V2 handoff AQ-V2-L-0072: Commercial. Project: Flamingo Building. Location: unknown. Budget: AED 17280-21120. Timeline: unknown. Score: 50 (warm). Name: unknown. Phone: unknown. Email: unknown. Source: https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Flamingo%20Building&pageNumber=1&pageSize=100.,AQAAR-KB-ACQ-FINAL,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Flamingo%20Building&pageNumber=1&pageSize=100
AQ-V2-L-0073,2026-06-15T11:00:00.000Z,Buy,0.83,commercial,Freehold,22796319_20da_ee11_a2bf_00155d119841,Ajman One - PH II,Ajman,300200,363400,AED,immediate,unknown,unknown,unknown,unknown,unknown,unknown_contact,70,warm,name|phone|email|bathrooms|area|service_charges,Buy scenario for Ajman One - PH II; property type commercial; unit Freehold; location Ajman; budget AED 300200-363400; timeline immediate; unknowns name|phone|email|bathrooms|area|service_charges.,Aqaar V2 handoff AQ-V2-L-0073: Buy. Project: Ajman One - PH II. Location: Ajman. Budget: AED 300200-363400. Timeline: immediate. Score: 70 (warm). Name: unknown. Phone: unknown. Email: unknown. Source: https://www.aqaar.com/ajman-one-phase2.,AQAAR-KB-ACQ-FINAL,https://www.aqaar.com/ajman-one-phase2
AQ-V2-L-0074,2026-06-15T08:00:00.000Z,Rent,0.85,commercial,Commercial,a0b8dd4b_0ad1_e811_a2b8_00155d119707,Asayel 2,unknown,22800,27360,AED,30_days,unknown,unknown,unknown,unknown,unknown,unknown_contact,60,warm,name|phone|email|bathrooms|area|service_charges,Rent scenario for Asayel 2; property type commercial; unit Commercial; location unknown; budget AED 22800-27360; timeline 30_days; unknowns name|phone|email|bathrooms|area|service_charges.,Aqaar V2 handoff AQ-V2-L-0074: Rent. Project: Asayel 2. Location: unknown. Budget: AED 22800-27360. Timeline: 30_days. Score: 60 (warm). Name: unknown. Phone: unknown. Email: unknown. Source: https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Asayel%202&pageNumber=1&pageSize=100.,AQAAR-KB-ACQ-FINAL,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Asayel%202&pageNumber=1&pageSize=100
AQ-V2-L-0075,2026-06-15T05:00:00.000Z,Invest,0.86,commercial,Retail,46b8dd4b_0ad1_e811_a2b8_00155d119707,Rawdat Al Reef Flats & Shops,unknown,6930,8250,AED,60_90_days,unknown,unknown,unknown,unknown,commercial_income_discussion,unknown_contact,60,warm,name|phone|email|bathrooms|area|service_charges,Invest scenario for Rawdat Al Reef Flats & Shops; property type commercial; unit Retail; location unknown; budget AED 6930-8250; timeline 60_90_days; unknowns name|phone|email|bathrooms|area|service_charges.,Aqaar V2 handoff AQ-V2-L-0075: Invest. Project: Rawdat Al Reef Flats & Shops. Location: unknown. Budget: AED 6930-8250. Timeline: 60_90_days. Score: 60 (warm). Name: unknown. Phone: unknown. Email: unknown. Source: https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Rawdat%20Al%20Reef%20Flats%20%26%20Shops&pageNumber=1&pageSize=100.,AQAAR-KB-ACQ-FINAL,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Rawdat%20Al%20Reef%20Flats%20%26%20Shops&pageNumber=1&pageSize=100
AQ-V2-L-0076,2026-06-15T02:00:00.000Z,Commercial,0.88,commercial,Warehouse,92b8dd4b_0ad1_e811_a2b8_00155d119707,Gulfa Warehouses,unknown,unknown,unknown,unknown,3_6_months,unknown,unknown,unknown,warehouse,unknown,unknown_contact,45,warm,name|phone|email|bathrooms|area|service_charges,Commercial scenario for Gulfa Warehouses; property type commercial; unit Warehouse; location unknown; budget unknown; timeline 3_6_months; unknowns name|phone|email|bathrooms|area|service_charges.,Aqaar V2 handoff AQ-V2-L-0076: Commercial. Project: Gulfa Warehouses. Location: unknown. Budget: unknown. Timeline: 3_6_months. Score: 45 (warm). Name: unknown. Phone: unknown. Email: unknown. Source: https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Gulfa%20Warehouses&pageNumber=1&pageSize=100.,AQAAR-KB-ACQ-FINAL,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Gulfa%20Warehouses&pageNumber=1&pageSize=100
AQ-V2-L-0077,2026-06-14T23:00:00.000Z,Buy,0.89,commercial,Freehold,22796319_20da_ee11_a2bf_00155d119841,Ajman One - PH II,Ajman,363400,426600,AED,6_12_months,unknown,unknown,unknown,unknown,unknown,unknown_contact,70,warm,name|phone|email|bathrooms|area|service_charges,Buy scenario for Ajman One - PH II; property type commercial; unit Freehold; location Ajman; budget AED 363400-426600; timeline 6_12_months; unknowns name|phone|email|bathrooms|area|service_charges.,Aqaar V2 handoff AQ-V2-L-0077: Buy. Project: Ajman One - PH II. Location: Ajman. Budget: AED 363400-426600. Timeline: 6_12_months. Score: 70 (warm). Name: unknown. Phone: unknown. Email: unknown. Source: https://www.aqaar.com/ajman-one-phase2.,AQAAR-KB-ACQ-FINAL,https://www.aqaar.com/ajman-one-phase2
AQ-V2-L-0078,2026-06-14T20:00:00.000Z,Rent,0.91,commercial,Commercial,04b8dd4b_0ad1_e811_a2b8_00155d119707,Commercial Complex,unknown,20400,25200,AED,unknown,unknown,unknown,unknown,unknown,unknown,unknown_contact,50,warm,name|phone|email|bathrooms|area|service_charges,Rent scenario for Commercial Complex; property type commercial; unit Commercial; location unknown; budget AED 20400-25200; timeline unknown; unknowns name|phone|email|bathrooms|area|service_charges.,Aqaar V2 handoff AQ-V2-L-0078: Rent. Project: Commercial Complex. Location: unknown. Budget: AED 20400-25200. Timeline: unknown. Score: 50 (warm). Name: unknown. Phone: unknown. Email: unknown. Source: https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Commercial%20Complex&pageNumber=1&pageSize=100.,AQAAR-KB-ACQ-FINAL,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Commercial%20Complex&pageNumber=1&pageSize=100
AQ-V2-L-0079,2026-06-14T17:00:00.000Z,Invest,0.92,commercial,Commercial,2a565476_ed0f_ee11_a2be_00155d119f33,Ajman Uptown,Ajman,881100,1076900,AED,immediate,unknown,unknown,unknown,unknown,commercial_income_discussion,unknown_contact,70,warm,name|phone|email|bathrooms|area|service_charges,Invest scenario for Ajman Uptown; property type commercial; unit Commercial; location Ajman; budget AED 881100-1076900; timeline immediate; unknowns name|phone|email|bathrooms|area|service_charges.,Aqaar V2 handoff AQ-V2-L-0079: Invest. Project: Ajman Uptown. Location: Ajman. Budget: AED 881100-1076900. Timeline: immediate. Score: 70 (warm). Name: unknown. Phone: unknown. Email: unknown. Source: https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Ajman%20Uptown&pageNumber=1&pageSize=100.,AQAAR-KB-ACQ-FINAL,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Ajman%20Uptown&pageNumber=1&pageSize=100
AQ-V2-L-0080,2026-06-14T14:00:00.000Z,Commercial,0.94,commercial,Retail,4eb8dd4b_0ad1_e811_a2b8_00155d119707,Manama Shops,unknown,unknown,unknown,unknown,30_days,unknown,unknown,unknown,retail,unknown,unknown_contact,45,warm,name|phone|email|bathrooms|area|service_charges,Commercial scenario for Manama Shops; property type commercial; unit Retail; location unknown; budget unknown; timeline 30_days; unknowns name|phone|email|bathrooms|area|service_charges.,Aqaar V2 handoff AQ-V2-L-0080: Commercial. Project: Manama Shops. Location: unknown. Budget: unknown. Timeline: 30_days. Score: 45 (warm). Name: unknown. Phone: unknown. Email: unknown. Source: https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Manama%20Shops&pageNumber=1&pageSize=100.,AQAAR-KB-ACQ-FINAL,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Manama%20Shops&pageNumber=1&pageSize=100
AQ-V2-L-0081,2026-06-14T11:00:00.000Z,Buy,0.80,commercial,Freehold,22796319_20da_ee11_a2bf_00155d119841,Ajman One - PH II,Ajman,316000,379200,AED,60_90_days,unknown,unknown,unknown,unknown,unknown,unknown_contact,70,warm,name|phone|email|bathrooms|area|service_charges,Buy scenario for Ajman One - PH II; property type commercial; unit Freehold; location Ajman; budget AED 316000-379200; timeline 60_90_days; unknowns name|phone|email|bathrooms|area|service_charges.,Aqaar V2 handoff AQ-V2-L-0081: Buy. Project: Ajman One - PH II. Location: Ajman. Budget: AED 316000-379200. Timeline: 60_90_days. Score: 70 (warm). Name: unknown. Phone: unknown. Email: unknown. Source: https://www.aqaar.com/ajman-one-phase2.,AQAAR-KB-ACQ-FINAL,https://www.aqaar.com/ajman-one-phase2
AQ-V2-L-0082,2026-06-14T08:00:00.000Z,Rent,0.82,commercial,Retail,eab7dd4b_0ad1_e811_a2b8_00155d119707,Dewan Towers,unknown,12600,15000,AED,3_6_months,unknown,unknown,unknown,unknown,unknown,unknown_contact,60,warm,name|phone|email|bathrooms|area|service_charges,Rent scenario for Dewan Towers; property type commercial; unit Retail; location unknown; budget AED 12600-15000; timeline 3_6_months; unknowns name|phone|email|bathrooms|area|service_charges.,Aqaar V2 handoff AQ-V2-L-0082: Rent. Project: Dewan Towers. Location: unknown. Budget: AED 12600-15000. Timeline: 3_6_months. Score: 60 (warm). Name: unknown. Phone: unknown. Email: unknown. Source: https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Dewan%20Towers&pageNumber=1&pageSize=100.,AQAAR-KB-ACQ-FINAL,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Dewan%20Towers&pageNumber=1&pageSize=100
AQ-V2-L-0083,2026-06-14T05:00:00.000Z,Invest,0.83,commercial,Commercial,3cb8dd4b_0ad1_e811_a2b8_00155d119707,Al Berouj 2,unknown,17160,20280,AED,6_12_months,unknown,unknown,unknown,unknown,commercial_income_discussion,unknown_contact,60,warm,name|phone|email|bathrooms|area|service_charges,Invest scenario for Al Berouj 2; property type commercial; unit Commercial; location unknown; budget AED 17160-20280; timeline 6_12_months; unknowns name|phone|email|bathrooms|area|service_charges.,Aqaar V2 handoff AQ-V2-L-0083: Invest. Project: Al Berouj 2. Location: unknown. Budget: AED 17160-20280. Timeline: 6_12_months. Score: 60 (warm). Name: unknown. Phone: unknown. Email: unknown. Source: https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Berouj%202&pageNumber=1&pageSize=100.,AQAAR-KB-ACQ-FINAL,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Berouj%202&pageNumber=1&pageSize=100
AQ-V2-L-0084,2026-06-14T02:00:00.000Z,Commercial,0.85,commercial,Villa,b514b2db_08f8_ea11_a2c5_00155d119619,Musherif Villas,Musherif,34500,40500,AED,unknown,unknown,unknown,unknown,unknown,unknown,unknown_contact,60,warm,name|phone|email|bathrooms|area|service_charges,Commercial scenario for Musherif Villas; property type commercial; unit Villa; location Musherif; budget AED 34500-40500; timeline unknown; unknowns name|phone|email|bathrooms|area|service_charges.,Aqaar V2 handoff AQ-V2-L-0084: Commercial. Project: Musherif Villas. Location: Musherif. Budget: AED 34500-40500. Timeline: unknown. Score: 60 (warm). Name: unknown. Phone: unknown. Email: unknown. Source: https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Musherif%20Villas&pageNumber=1&pageSize=100.,AQAAR-KB-ACQ-FINAL,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Musherif%20Villas&pageNumber=1&pageSize=100
AQ-V2-L-0085,2026-06-13T23:00:00.000Z,Buy,0.86,commercial,Freehold,22796319_20da_ee11_a2bf_00155d119841,Ajman One - PH II,Ajman,268600,331800,AED,immediate,unknown,unknown,unknown,unknown,unknown,unknown_contact,70,warm,name|phone|email|bathrooms|area|service_charges,Buy scenario for Ajman One - PH II; property type commercial; unit Freehold; location Ajman; budget AED 268600-331800; timeline immediate; unknowns name|phone|email|bathrooms|area|service_charges.,Aqaar V2 handoff AQ-V2-L-0085: Buy. Project: Ajman One - PH II. Location: Ajman. Budget: AED 268600-331800. Timeline: immediate. Score: 70 (warm). Name: unknown. Phone: unknown. Email: unknown. Source: https://www.aqaar.com/ajman-one-phase2.,AQAAR-KB-ACQ-FINAL,https://www.aqaar.com/ajman-one-phase2
AQ-V2-L-0086,2026-06-13T20:00:00.000Z,Rent,0.88,commercial,Commercial,bd3ddba0_76fe_eb11_a2c8_00155d119619,Galleria Mall,unknown,unknown,unknown,unknown,30_days,unknown,unknown,unknown,unknown,unknown,unknown_contact,45,warm,name|phone|email|bathrooms|area|service_charges,Rent scenario for Galleria Mall; property type commercial; unit Commercial; location unknown; budget unknown; timeline 30_days; unknowns name|phone|email|bathrooms|area|service_charges.,Aqaar V2 handoff AQ-V2-L-0086: Rent. Project: Galleria Mall. Location: unknown. Budget: unknown. Timeline: 30_days. Score: 45 (warm). Name: unknown. Phone: unknown. Email: unknown. Source: https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Galleria%20Mall&pageNumber=1&pageSize=100.,AQAAR-KB-ACQ-FINAL,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Galleria%20Mall&pageNumber=1&pageSize=100
AQ-V2-L-0087,2026-06-13T17:00:00.000Z,Invest,0.89,commercial,Commercial,e6b7dd4b_0ad1_e811_a2b8_00155d119707,Al Dana,unknown,13680,16560,AED,60_90_days,unknown,unknown,unknown,unknown,commercial_income_discussion,unknown_contact,60,warm,name|phone|email|bathrooms|area|service_charges,Invest scenario for Al Dana; property type commercial; unit Commercial; location unknown; budget AED 13680-16560; timeline 60_90_days; unknowns name|phone|email|bathrooms|area|service_charges.,Aqaar V2 handoff AQ-V2-L-0087: Invest. Project: Al Dana. Location: unknown. Budget: AED 13680-16560. Timeline: 60_90_days. Score: 60 (warm). Name: unknown. Phone: unknown. Email: unknown. Source: https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Dana&pageNumber=1&pageSize=100.,AQAAR-KB-ACQ-FINAL,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Dana&pageNumber=1&pageSize=100
